dag18.txt 5_4_3_2x5.txt 0.4608695652173913 1 196608.0 [5, 15, 6, 7, 11, 6, 17, 16, 1, 1, 18, 2, 7, 15, 2, 9, 9, 16, 18, 1, 5, 1, 6, 17, 1, 18, 3, 7, 3, 15, 4, 4, 4, 3, 9, 8, 9, 11, 17, 17, 11, 13, 8, 2, 13, 17, 17, 0, 2, 12, 12, 10, 10, 10, 0, 19, 0, 5, 10, 5, 19, 0, 13, 6, 13, 13, 13, 13, 13, 8, 13, 13, 13, 2, 13, 16, 16, 14, 16, 14, 14] 
dag18.txt 4_1x1.txt 0.10434782608695652 1 4440064.0 [1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag18.txt 3_2x4.txt 0.34782608695652173 1 557056.0 [0, 2, 5, 6, 7, 5, 3, 0, 2, 2, 4, 6, 7, 1, 1, 3, 3, 0, 4, 2, 1, 2, 5, 1, 2, 6, 6, 7, 7, 1, 4, 4, 4, 7, 3, 3, 2, 7, 1, 3, 7, 5, 3, 1, 5, 2, 1, 4, 1, 6, 6, 2, 6, 6, 0, 0, 0, 4, 6, 4, 0, 5, 5, 5, 5, 0, 5, 5, 0, 3, 0, 5, 5, 1, 5, 4, 5, 5, 1, 3, 3] 
dag18.txt 4_1x3.txt 0.2782608695652174 1 1490944.0 [5, 4, 1, 0, 0, 1, 4, 5, 4, 4, 2, 0, 0, 2, 3, 4, 4, 5, 2, 4, 3, 4, 1, 3, 4, 3, 0, 0, 0, 2, 3, 3, 3, 0, 4, 2, 4, 0, 4, 4, 0, 5, 2, 2, 5, 4, 4, 5, 2, 0, 1, 4, 1, 1, 5, 5, 5, 3, 1, 3, 5, 1, 1, 1, 1, 5, 1, 5, 5, 2, 5, 5, 5, 2, 5, 5, 5, 1, 3, 3, 3] 
dag18.txt 5_4_3_2x3.txt 0.3826086956521739 1 360448.0 [10, 1, 4, 3, 5, 4, 8, 5, 9, 9, 6, 11, 9, 1, 11, 8, 8, 5, 6, 8, 10, 9, 4, 2, 9, 6, 3, 9, 3, 1, 6, 10, 6, 3, 2, 6, 2, 5, 2, 8, 3, 10, 8, 11, 4, 2, 2, 4, 11, 11, 5, 1, 1, 1, 4, 7, 7, 10, 1, 10, 7, 7, 7, 4, 0, 5, 0, 0, 0, 8, 0, 0, 0, 11, 0, 4, 0, 0, 0, 0, 0] 
dag18.txt 3_2x1.txt 0.10434782608695652 1 2220032.0 [1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag18.txt 5_4_3_2x2.txt 0.33043478260869563 1 548864.0 [6, 5, 4, 7, 6, 4, 5, 6, 7, 7, 5, 2, 7, 5, 1, 1, 5, 6, 5, 5, 6, 7, 4, 5, 7, 4, 7, 7, 7, 5, 4, 4, 4, 2, 1, 5, 1, 6, 1, 5, 2, 6, 5, 1, 0, 1, 1, 0, 1, 2, 2, 7, 7, 3, 0, 0, 0, 6, 3, 4, 0, 0, 3, 4, 3, 6, 3, 0, 0, 3, 0, 0, 3, 6, 0, 6, 6, 3, 6, 3, 3] 
dag18.txt 3_2x5.txt 0.3391304347826087 1 442368.0 [9, 6, 1, 7, 1, 1, 5, 1, 6, 6, 4, 7, 7, 6, 5, 5, 5, 1, 4, 6, 9, 6, 1, 5, 6, 4, 7, 7, 7, 6, 9, 4, 9, 7, 5, 5, 2, 0, 2, 5, 0, 8, 5, 5, 8, 2, 2, 8, 2, 0, 0, 6, 0, 4, 8, 9, 8, 9, 3, 9, 8, 8, 3, 1, 3, 1, 3, 3, 3, 5, 3, 3, 3, 6, 3, 1, 3, 3, 3, 3, 3] 
dag18.txt 4_1x5.txt 0.34782608695652173 1 868352.0 [8, 2, 9, 5, 8, 9, 3, 8, 5, 2, 2, 5, 5, 2, 5, 3, 3, 8, 2, 3, 8, 5, 9, 5, 5, 9, 5, 5, 5, 2, 1, 1, 1, 0, 3, 3, 6, 8, 6, 3, 0, 8, 3, 5, 4, 6, 6, 1, 6, 0, 0, 2, 7, 9, 1, 7, 7, 4, 7, 4, 7, 7, 7, 9, 9, 8, 4, 4, 4, 3, 4, 4, 4, 2, 4, 8, 4, 4, 4, 4, 4] 
dag18.txt 4_1x4.txt 0.34782608695652173 1 1114112.0 [0, 2, 5, 6, 7, 5, 3, 0, 2, 2, 4, 6, 7, 1, 1, 3, 3, 0, 4, 2, 1, 2, 5, 1, 2, 6, 6, 7, 7, 1, 4, 4, 4, 7, 3, 3, 2, 7, 1, 3, 7, 5, 3, 1, 5, 2, 1, 4, 1, 6, 6, 2, 6, 6, 0, 0, 0, 4, 6, 4, 0, 5, 5, 5, 5, 0, 5, 5, 0, 3, 0, 5, 5, 1, 5, 4, 5, 5, 1, 3, 3] 
