triadag10_7.txt 3_2x4.txt True 0.0 0.07 811.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.1 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.15 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.17777777777777778 0.2 567.0 [7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 6, 4, 7, 7, 7, 7, 6, 4, 7, 7, 7, 6, 4, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.28888888888888886 0.3 215.75 [7, 5, 7, 2, 7, 6, 7, 7, 7, 4, 5, 7, 2, 7, 6, 7, 7, 7, 4, 5, 2, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 1, 1] 
triadag10_7.txt 3_2x4.txt True 0.37777777777777777 0.4 471.0 [3, 3, 4, 2, 0, 4, 2, 1, 3, 1, 3, 4, 2, 0, 4, 2, 3, 3, 1, 5, 2, 0, 4, 2, 3, 3, 1, 5, 0, 4, 5, 5, 5, 5, 6, 4, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.4777777777777778 0.5 418.0 [2, 0, 2, 4, 7, 3, 0, 2, 3, 3, 1, 2, 4, 7, 3, 0, 2, 2, 3, 1, 4, 7, 1, 0, 1, 2, 1, 4, 7, 1, 0, 1, 1, 1, 7, 5, 4, 4, 4, 5, 5, 4, 4, 5, 7, 6, 7, 5, 5, 6, 5, 6, 6, 6, 6] 
triadag10_7.txt 3_2x4.txt True 0.4777777777777778 0.6 418.0 [2, 0, 2, 4, 7, 3, 0, 2, 3, 3, 1, 2, 4, 7, 3, 0, 2, 2, 3, 1, 4, 7, 1, 0, 1, 2, 1, 4, 7, 1, 0, 1, 1, 1, 7, 5, 4, 4, 4, 5, 5, 4, 4, 5, 7, 6, 7, 5, 5, 6, 5, 6, 6, 6, 6] 
triadag10_7.txt 3_2x4.txt True 0.4777777777777778 0.7 418.0 [2, 0, 2, 4, 7, 3, 0, 2, 3, 3, 1, 2, 4, 7, 3, 0, 2, 2, 3, 1, 4, 7, 1, 0, 1, 2, 1, 4, 7, 1, 0, 1, 1, 1, 7, 5, 4, 4, 4, 5, 5, 4, 4, 5, 7, 6, 7, 5, 5, 6, 5, 6, 6, 6, 6] 
triadag10_7.txt 3_2x4.txt True 0.4777777777777778 1 418.0 [2, 0, 2, 4, 7, 3, 0, 2, 3, 3, 1, 2, 4, 7, 3, 0, 2, 2, 3, 1, 4, 7, 1, 0, 1, 2, 1, 4, 7, 1, 0, 1, 1, 1, 7, 5, 4, 4, 4, 5, 5, 4, 4, 5, 7, 6, 7, 5, 5, 6, 5, 6, 6, 6, 6] 
