dagM9.txt 3_2x4.txt 0.3930131004366812 0.4 281.5 [0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 7, 7, 0, 7, 0, 7, 7, 0, 0, 0, 7, 7, 0, 0, 7, 7, 7, 7, 7, 2, 2, 7, 6, 0, 7, 6, 2, 2, 2, 2, 7, 2, 6, 6, 2, 2, 6, 7, 6, 7, 6, 6, 6, 6, 2, 2, 2, 6, 2, 6, 6, 2, 6, 2, 6, 1, 5, 1, 6, 2, 6, 1, 1, 5, 0, 6, 5, 1, 1, 2, 1, 5, 5, 1, 1, 1, 5, 5, 1, 5, 1, 1, 1, 1, 5, 5, 1, 5, 5, 5, 5, 5, 4, 5, 3, 5, 1, 5, 3, 3, 5, 4, 4, 1, 4, 3, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 3] 
dagM9.txt 3_2x4.txt 0.47161572052401746 0.5 235.0 [4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 5, 4, 4, 2, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 1, 5, 1, 4, 5, 6, 2, 1, 2, 2, 5, 1, 1, 1, 1, 2, 1, 5, 2, 5, 2, 1, 1, 1, 2, 2, 6, 1, 2, 2, 2, 4, 1, 2, 2, 6, 3, 6, 2, 2, 1, 6, 6, 3, 6, 1, 3, 6, 3, 2, 6, 3, 0, 3, 3, 6, 3, 3, 6, 3, 3, 6, 6, 6, 2, 3, 6, 3, 6, 3, 6, 3, 0, 3, 7, 3, 6, 3, 7, 7, 6, 0, 0, 6, 0, 2, 0, 7, 0, 0, 7, 7, 0, 0, 0, 0, 0, 7, 7, 7, 0, 0, 0, 0, 0, 7, 7, 7, 7, 0, 0, 0, 7, 7] 
dagM9.txt 3_2x4.txt 0.4497816593886463 0.45 256.5 [4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 5, 4, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 1, 5, 1, 0, 5, 0, 2, 1, 2, 2, 5, 1, 1, 1, 1, 2, 1, 5, 2, 5, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 6, 3, 6, 2, 2, 1, 6, 6, 3, 6, 1, 3, 6, 3, 2, 6, 3, 0, 3, 3, 6, 3, 3, 6, 3, 3, 6, 6, 6, 2, 3, 6, 3, 6, 3, 6, 3, 0, 3, 7, 3, 6, 3, 7, 7, 6, 0, 0, 6, 0, 0, 0, 7, 0, 0, 7, 7, 0, 0, 0, 0, 0, 7, 7, 7, 0, 0, 0, 0, 7, 7, 7, 7, 7, 0, 0, 0, 7, 7] 
dagM9.txt 3_2x4.txt 0.44759825327510916 0.55 236.0 [6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 3, 6, 3, 6, 3, 0, 6, 3, 6, 3, 2, 6, 6, 6, 3, 3, 6, 6, 3, 3, 0, 3, 6, 4, 4, 3, 3, 0, 3, 4, 7, 4, 4, 4, 3, 7, 7, 7, 7, 4, 7, 3, 4, 3, 7, 7, 3, 7, 4, 4, 7, 7, 4, 4, 2, 4, 7, 4, 4, 2, 7, 2, 2, 4, 7, 2, 2, 2, 4, 7, 1, 2, 2, 2, 2, 7, 2, 2, 2, 2, 1, 4, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 0, 1, 5, 1, 2, 1, 5, 5, 1, 0, 0, 6, 0, 6, 0, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 2, 5, 5, 5, 5, 0, 0, 0, 5, 5] 
dagM9.txt 3_2x4.txt 0.44759825327510916 0.6 236.0 [6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 3, 6, 3, 6, 3, 0, 6, 3, 6, 3, 2, 6, 6, 6, 3, 3, 6, 6, 3, 3, 0, 3, 6, 4, 4, 3, 3, 0, 3, 4, 7, 4, 4, 4, 3, 7, 7, 7, 7, 4, 7, 3, 4, 3, 7, 7, 3, 7, 4, 4, 7, 7, 4, 4, 2, 4, 7, 4, 4, 2, 7, 2, 2, 4, 7, 2, 2, 2, 4, 7, 1, 2, 2, 2, 2, 7, 2, 2, 2, 2, 1, 4, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 0, 1, 5, 1, 2, 1, 5, 5, 1, 0, 0, 6, 0, 6, 0, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 2, 5, 5, 5, 5, 0, 0, 0, 5, 5] 
dagM9.txt 3_2x4.txt 0.4759825327510917 0.7 235.0 [0, 0, 0, 7, 0, 6, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 7, 0, 0, 7, 0, 7, 2, 0, 0, 0, 7, 7, 0, 0, 7, 7, 6, 7, 7, 2, 2, 7, 6, 0, 7, 6, 2, 2, 2, 2, 7, 2, 6, 6, 2, 2, 6, 7, 6, 7, 6, 6, 6, 6, 2, 2, 2, 6, 2, 6, 6, 4, 6, 2, 6, 1, 5, 1, 6, 2, 6, 1, 1, 5, 4, 6, 5, 1, 1, 2, 1, 5, 0, 1, 1, 1, 5, 5, 1, 5, 1, 1, 1, 1, 2, 5, 1, 5, 5, 5, 5, 5, 4, 0, 3, 5, 1, 5, 3, 3, 5, 4, 4, 2, 4, 6, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 2, 3, 3, 3, 3, 4, 4, 3, 4, 3] 
dagM9.txt 3_2x4.txt 0.4759825327510917 0.9 235.0 [0, 0, 0, 7, 0, 6, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 7, 0, 0, 7, 0, 7, 2, 0, 0, 0, 7, 7, 0, 0, 7, 7, 6, 7, 7, 2, 2, 7, 6, 0, 7, 6, 2, 2, 2, 2, 7, 2, 6, 6, 2, 2, 6, 7, 6, 7, 6, 6, 6, 6, 2, 2, 2, 6, 2, 6, 6, 4, 6, 2, 6, 1, 5, 1, 6, 2, 6, 1, 1, 5, 4, 6, 5, 1, 1, 2, 1, 5, 0, 1, 1, 1, 5, 5, 1, 5, 1, 1, 1, 1, 2, 5, 1, 5, 5, 5, 5, 5, 4, 0, 3, 5, 1, 5, 3, 3, 5, 4, 4, 2, 4, 6, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 2, 3, 3, 3, 3, 4, 4, 3, 4, 3] 
dagM9.txt 3_2x4.txt 0.4759825327510917 0.8 235.0 [0, 0, 0, 7, 0, 6, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 7, 0, 0, 7, 0, 7, 2, 0, 0, 0, 7, 7, 0, 0, 7, 7, 6, 7, 7, 2, 2, 7, 6, 0, 7, 6, 2, 2, 2, 2, 7, 2, 6, 6, 2, 2, 6, 7, 6, 7, 6, 6, 6, 6, 2, 2, 2, 6, 2, 6, 6, 4, 6, 2, 6, 1, 5, 1, 6, 2, 6, 1, 1, 5, 4, 6, 5, 1, 1, 2, 1, 5, 0, 1, 1, 1, 5, 5, 1, 5, 1, 1, 1, 1, 2, 5, 1, 5, 5, 5, 5, 5, 4, 0, 3, 5, 1, 5, 3, 3, 5, 4, 4, 2, 4, 6, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 2, 3, 3, 3, 3, 4, 4, 3, 4, 3] 
dagM9.txt 3_2x4.txt 0.4759825327510917 0.65 235.0 [0, 0, 0, 7, 0, 6, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 7, 0, 0, 7, 0, 7, 2, 0, 0, 0, 7, 7, 0, 0, 7, 7, 6, 7, 7, 2, 2, 7, 6, 0, 7, 6, 2, 2, 2, 2, 7, 2, 6, 6, 2, 2, 6, 7, 6, 7, 6, 6, 6, 6, 2, 2, 2, 6, 2, 6, 6, 4, 6, 2, 6, 1, 5, 1, 6, 2, 6, 1, 1, 5, 4, 6, 5, 1, 1, 2, 1, 5, 0, 1, 1, 1, 5, 5, 1, 5, 1, 1, 1, 1, 2, 5, 1, 5, 5, 5, 5, 5, 4, 0, 3, 5, 1, 5, 3, 3, 5, 4, 4, 2, 4, 6, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 2, 3, 3, 3, 3, 4, 4, 3, 4, 3] 
dagM9.txt 3_2x4.txt 0.4759825327510917 1 235.0 [0, 0, 0, 7, 0, 6, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 7, 0, 0, 7, 0, 7, 2, 0, 0, 0, 7, 7, 0, 0, 7, 7, 6, 7, 7, 2, 2, 7, 6, 0, 7, 6, 2, 2, 2, 2, 7, 2, 6, 6, 2, 2, 6, 7, 6, 7, 6, 6, 6, 6, 2, 2, 2, 6, 2, 6, 6, 4, 6, 2, 6, 1, 5, 1, 6, 2, 6, 1, 1, 5, 4, 6, 5, 1, 1, 2, 1, 5, 0, 1, 1, 1, 5, 5, 1, 5, 1, 1, 1, 1, 2, 5, 1, 5, 5, 5, 5, 5, 4, 0, 3, 5, 1, 5, 3, 3, 5, 4, 4, 2, 4, 6, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 3, 4, 4, 4, 4, 2, 3, 3, 3, 3, 4, 4, 3, 4, 3] 
