triadag10_7.txt 3_2x2.txt True 0.022222222222222223 0.07 1529.0 [3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag10_7.txt 3_2x2.txt True 0.08888888888888889 0.1 1479.0 [3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag10_7.txt 3_2x2.txt True 0.12222222222222222 0.15 1430.0 [3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag10_7.txt 3_2x2.txt True 0.2 0.2 639.0 [3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 1, 3, 2, 3, 3, 2, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x2.txt True 0.3 0.3 411.5 [0, 0, 3, 0, 0, 0, 1, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 0.4 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 0.5 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 0.6 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 0.7 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 1 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x1.txt True 0.06666666666666667 0.07 1572.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
triadag10_7.txt 3_2x1.txt True 0.1 0.1 796.0 [1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.12222222222222222 0.15 809.0 [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
triadag10_7.txt 3_2x1.txt True 0.2 0.2 673.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.3 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.4 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.5 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.6 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.7 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 1 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x4.txt True 0.06666666666666667 0.07 786.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.1 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.14444444444444443 0.15 695.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.17777777777777778 0.2 567.0 [7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 6, 4, 7, 7, 7, 7, 6, 4, 7, 7, 7, 6, 4, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.28888888888888886 0.3 215.75 [7, 5, 7, 2, 7, 6, 7, 7, 7, 4, 5, 7, 2, 7, 6, 7, 7, 7, 4, 5, 2, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 1, 1] 
triadag10_7.txt 3_2x4.txt True 0.37777777777777777 0.4 471.0 [3, 3, 4, 2, 0, 4, 2, 1, 3, 1, 3, 4, 2, 0, 4, 2, 3, 3, 1, 5, 2, 0, 4, 2, 3, 3, 1, 5, 0, 4, 5, 5, 5, 5, 6, 4, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.4888888888888889 0.5 416.0 [2, 0, 2, 4, 7, 3, 0, 2, 3, 3, 1, 2, 4, 7, 3, 0, 2, 2, 3, 1, 1, 7, 1, 0, 1, 2, 1, 4, 7, 1, 0, 1, 1, 1, 7, 5, 4, 4, 4, 5, 5, 4, 4, 5, 7, 6, 7, 5, 5, 6, 5, 6, 6, 6, 6] 
triadag10_7.txt 3_2x4.txt True 0.6 0.6 204.75 [3, 0, 2, 4, 7, 3, 3, 2, 3, 3, 1, 3, 4, 7, 3, 0, 5, 2, 3, 1, 1, 7, 1, 0, 1, 2, 1, 4, 7, 1, 3, 1, 1, 1, 7, 5, 3, 1, 5, 5, 5, 4, 4, 5, 7, 6, 7, 5, 5, 1, 5, 6, 1, 1, 6] 
triadag10_7.txt 3_2x4.txt True 0.7 0.7 175.0 [3, 0, 2, 4, 7, 3, 3, 2, 3, 3, 5, 3, 4, 7, 3, 3, 5, 2, 7, 1, 1, 7, 1, 0, 1, 2, 1, 4, 7, 1, 5, 1, 1, 1, 7, 5, 3, 1, 5, 5, 7, 4, 4, 5, 7, 6, 7, 5, 5, 1, 5, 6, 1, 7, 6] 
triadag10_7.txt 3_2x4.txt True 0.7 1 175.0 [3, 0, 2, 4, 7, 3, 3, 2, 3, 3, 5, 3, 4, 7, 3, 3, 5, 2, 7, 1, 1, 7, 1, 0, 1, 2, 1, 4, 7, 1, 5, 1, 1, 1, 7, 5, 3, 1, 5, 5, 7, 4, 4, 5, 7, 6, 7, 5, 5, 1, 5, 6, 1, 7, 6] 
triadag10_7.txt 3_2x2.txt True 0.022222222222222223 0.07 1529.0 [3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag10_7.txt 3_2x2.txt True 0.08888888888888889 0.1 1479.0 [3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag10_7.txt 3_2x2.txt True 0.12222222222222222 0.15 1430.0 [3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag10_7.txt 3_2x2.txt True 0.2 0.2 639.0 [3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 1, 3, 2, 3, 3, 2, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x2.txt True 0.3 0.3 411.5 [0, 0, 3, 0, 0, 0, 1, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 0, 0, 0, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 0.4 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 0.5 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 0.6 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 0.7 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x2.txt True 0.3333333333333333 1 337.0 [0, 0, 3, 0, 0, 0, 1, 1, 1, 2, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 1, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
triadag10_7.txt 3_2x1.txt True 0.06666666666666667 0.07 1572.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
triadag10_7.txt 3_2x1.txt True 0.1 0.1 796.0 [1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.12222222222222222 0.15 809.0 [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
triadag10_7.txt 3_2x1.txt True 0.2 0.2 673.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.3 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.4 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.5 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.6 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 0.7 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x1.txt True 0.2777777777777778 1 662.6666666666666 [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag10_7.txt 3_2x4.txt True 0.06666666666666667 0.07 786.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.08 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.09 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.1 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.11 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.12 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.13 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag10_7.txt 3_2x4.txt True 0.07777777777777778 0.14 720.5 [7, 7, 7, 7, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 1, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
