dagG3.txt 3_2x4.txt True 0.02066115702479339 0.07 594.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1] 
dagG3.txt 3_2x4.txt True 0.02066115702479339 0.1 594.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1] 
dagG3.txt 3_2x4.txt True 0.1322314049586777 0.15 505.5 [1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 7, 4, 1, 7, 1, 1, 1, 1, 1] 
dagG3.txt 3_2x4.txt True 0.17768595041322313 0.2 497.0 [1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 3, 1, 1, 6, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 5, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1] 
dagG3.txt 3_2x4.txt True 0.17768595041322313 0.3 497.0 [1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 3, 1, 1, 6, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 5, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1] 
dagG3.txt 3_2x4.txt True 0.17768595041322313 0.4 497.0 [1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 3, 1, 1, 6, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 5, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1] 
dagG3.txt 3_2x4.txt True 0.17768595041322313 0.5 497.0 [1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 3, 1, 1, 6, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 5, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1] 
dagG3.txt 3_2x4.txt True 0.5 0.6 166.0 [3, 3, 5, 3, 7, 5, 3, 3, 3, 3, 5, 5, 3, 7, 3, 3, 3, 5, 0, 3, 4, 7, 7, 3, 0, 3, 7, 3, 5, 5, 7, 3, 6, 3, 0, 5, 4, 1, 1, 7, 7, 5, 1, 1, 7, 7, 1, 5, 7, 1, 1, 1, 1, 7, 1, 7, 7, 5, 4, 1, 1, 1, 5, 7, 1, 7, 1, 7, 4, 5, 1, 1, 1, 7, 4, 1, 0, 0, 7, 7] 
dagG3.txt 3_2x4.txt True 0.5661157024793388 0.7 143.75 [5, 3, 5, 5, 0, 1, 3, 5, 3, 6, 2, 3, 5, 1, 3, 5, 5, 5, 3, 5, 5, 1, 0, 5, 5, 3, 0, 2, 5, 5, 7, 1, 2, 1, 5, 2, 3, 3, 7, 7, 7, 1, 3, 3, 7, 7, 4, 1, 7, 1, 6, 1, 7, 1, 7, 7, 7, 1, 3, 3, 3, 1, 3, 7, 1, 7, 1, 6, 4, 3, 3, 4, 1, 7, 4, 3, 3, 7, 7, 1] 
dagG3.txt 3_2x4.txt True 0.6983471074380165 1 133.25 [4, 4, 3, 3, 1, 3, 1, 3, 3, 3, 5, 0, 5, 3, 4, 2, 3, 3, 4, 3, 5, 4, 1, 4, 5, 3, 3, 7, 3, 5, 5, 1, 7, 7, 5, 5, 1, 7, 5, 3, 0, 2, 7, 1, 5, 2, 1, 5, 3, 6, 7, 7, 7, 7, 1, 7, 3, 5, 3, 1, 6, 3, 1, 7, 7, 0, 7, 7, 1, 5, 7, 5, 6, 3, 1, 3, 7, 5, 7, 1] 
dagG3.txt 3_2x2.txt True 0.02066115702479339 0.07 792.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0] 
dagG3.txt 3_2x2.txt True 0.02066115702479339 0.1 792.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0] 
dagG3.txt 3_2x2.txt True 0.1322314049586777 0.15 674.0 [2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 3, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 0, 3, 2, 0, 2, 2, 2, 2, 2] 
