dag19.txt 3_2x4.txt 0.41304347826086957 1 436906.6666666667 [4, 1, 4, 6, 4, 6, 4, 4, 5, 7, 1, 5, 4, 5, 5, 4, 6, 4, 5, 0, 6, 1, 6, 4, 5, 4, 6, 5, 1, 6, 1, 2, 1, 4, 2, 6, 2, 4, 4, 0, 6, 7, 6, 2, 7, 1, 7, 0, 3, 2, 7, 7, 7, 3, 3, 0, 3, 3, 0, 3, 3] 
dag19.txt 3_2x3.txt 0.43478260869565216 1 546133.3333333334 [2, 5, 0, 2, 4, 2, 4, 4, 0, 3, 2, 0, 4, 3, 3, 4, 2, 4, 3, 2, 2, 2, 2, 3, 3, 4, 3, 3, 2, 4, 2, 4, 2, 4, 3, 4, 3, 4, 4, 4, 0, 3, 4, 1, 1, 1, 1, 5, 5, 0, 1, 1, 1, 0, 5, 5, 5, 0, 5, 5, 5] 
dag19.txt 5_4_3_2x4.txt 0.5434782608695652 1 170393.6 [6, 14, 12, 10, 15, 10, 2, 2, 4, 4, 14, 3, 2, 4, 3, 6, 10, 6, 3, 8, 10, 14, 12, 6, 3, 2, 10, 3, 14, 10, 14, 12, 14, 2, 13, 10, 13, 2, 2, 15, 0, 6, 8, 8, 11, 5, 0, 5, 7, 4, 11, 0, 0, 9, 7, 1, 7, 9, 1, 7, 7] 
dag19.txt 5_4_3_2x2.txt 0.40217391304347827 1 314572.8 [5, 5, 7, 6, 2, 6, 5, 2, 6, 6, 5, 7, 2, 6, 7, 2, 6, 2, 7, 5, 2, 5, 0, 2, 6, 2, 2, 6, 5, 2, 5, 0, 5, 2, 0, 2, 0, 2, 2, 1, 4, 2, 4, 4, 4, 0, 4, 1, 3, 7, 4, 4, 4, 4, 3, 1, 3, 3, 1, 3, 3] 
dag19.txt 4_1x5.txt 0.5760869565217391 1 348160.0 [6, 2, 4, 8, 2, 3, 6, 2, 2, 4, 2, 9, 5, 1, 9, 5, 3, 5, 7, 2, 3, 2, 8, 5, 7, 5, 5, 7, 7, 3, 3, 8, 7, 4, 6, 3, 6, 0, 4, 8, 8, 5, 4, 6, 4, 4, 4, 2, 7, 9, 4, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0] 
dag19.txt 5_4_3_2x5.txt 0.5434782608695652 1 147456.0 [6, 4, 3, 17, 18, 17, 5, 5, 0, 0, 10, 6, 5, 0, 6, 1, 17, 1, 3, 4, 17, 15, 12, 1, 3, 1, 1, 7, 10, 1, 1, 12, 1, 5, 7, 17, 11, 10, 9, 18, 14, 13, 9, 13, 13, 10, 9, 4, 10, 2, 9, 14, 19, 16, 2, 8, 2, 16, 8, 2, 8] 
dag19.txt 4_1x1.txt 0.33695652173913043 1 1564672.0 [0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag19.txt 4_1x3.txt 0.5 1 540672.0 [4, 5, 4, 2, 4, 2, 4, 4, 4, 3, 2, 0, 4, 0, 3, 4, 2, 4, 3, 2, 2, 2, 2, 3, 3, 4, 3, 3, 2, 4, 2, 4, 2, 4, 2, 4, 3, 4, 4, 0, 0, 3, 4, 0, 1, 2, 1, 0, 5, 0, 1, 1, 1, 0, 5, 2, 5, 0, 5, 5, 5] 
dag19.txt 5_4_3_2x3.txt 0.45652173913043476 1 218453.33333333334 [2, 0, 2, 8, 10, 3, 1, 1, 9, 9, 0, 2, 1, 9, 2, 8, 3, 8, 2, 0, 8, 0, 3, 8, 2, 8, 8, 2, 6, 8, 8, 8, 5, 1, 5, 8, 10, 11, 1, 10, 4, 9, 1, 5, 5, 6, 4, 0, 6, 6, 4, 4, 4, 4, 6, 0, 6, 11, 7, 6, 7] 
dag19.txt 3_2x1.txt 0.17391304347826086 1 1561941.3333333333 [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag19.txt 3_2x5.txt 0.4891304347826087 1 360448.0 [9, 5, 9, 8, 3, 7, 4, 3, 4, 3, 2, 9, 3, 4, 9, 3, 7, 3, 9, 2, 7, 6, 2, 3, 9, 3, 5, 9, 2, 5, 5, 5, 5, 7, 2, 7, 1, 7, 7, 6, 8, 3, 7, 1, 8, 2, 8, 6, 0, 0, 8, 8, 8, 0, 0, 6, 0, 0, 4, 0, 4] 
dag19.txt 4_1x4.txt 0.5543478260869565 1 409600.0 [4, 6, 6, 4, 0, 3, 6, 2, 6, 3, 6, 7, 1, 3, 7, 2, 3, 4, 7, 6, 6, 6, 0, 1, 3, 1, 1, 3, 6, 1, 6, 0, 6, 1, 0, 1, 0, 1, 1, 4, 2, 1, 0, 2, 2, 0, 2, 4, 5, 7, 2, 2, 2, 2, 5, 4, 5, 5, 4, 5, 5] 
dag19.txt 4_1x2.txt 0.5108695652173914 1 819200.0 [2, 1, 2, 2, 3, 2, 2, 1, 2, 3, 1, 2, 1, 0, 1, 3, 2, 1, 3, 0, 1, 0, 2, 3, 3, 1, 3, 3, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 0, 0, 3, 2, 2, 3, 0, 3, 0, 0, 0, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0] 
