dagD33.txt 3_2x4.txt True 0.03431372549019608 0.07 490.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
dagD33.txt 3_2x4.txt True 0.09313725490196079 0.1 478.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
dagD33.txt 3_2x4.txt True 0.09313725490196079 0.15 478.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
dagD33.txt 3_2x4.txt True 0.19607843137254902 0.2 454.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 1, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
dagD33.txt 3_2x4.txt True 0.28921568627450983 0.3 291.25 [7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 5, 1, 5, 5, 7, 7, 7, 7, 7, 5, 7, 7, 5, 5, 7, 7, 7, 5, 7, 5, 7, 7, 5, 7, 7, 5, 5, 5, 5, 5, 7, 5, 7, 5, 5, 5, 5, 5, 7] 
dagD33.txt 3_2x4.txt True 0.39215686274509803 0.4 235.25 [7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 5, 5, 7, 7, 1, 7, 7, 7, 5, 7, 5, 1, 5, 5, 7, 7, 7, 7, 7, 5, 7, 7, 5, 5, 7, 7, 1, 5, 7, 5, 1, 7, 5, 7, 7, 5, 5, 5, 5, 5, 7, 5, 1, 5, 5, 5, 5, 5, 7] 
dagD33.txt 3_2x4.txt True 0.4950980392156863 0.5 521.0 [1, 1, 3, 1, 2, 1, 5, 1, 5, 5, 3, 1, 2, 1, 1, 5, 1, 1, 1, 6, 2, 6, 5, 2, 5, 7, 0, 6, 4, 0, 1, 3, 1, 6, 6, 0, 6, 6, 7, 7, 6, 1, 6, 1, 6, 7, 6, 6, 7, 6, 1, 7, 7, 7, 0, 7, 6, 4, 6, 7, 4, 7, 7, 7, 6] 
dagD33.txt 3_2x4.txt True 0.5931372549019608 0.6 232.0 [2, 2, 0, 1, 0, 2, 6, 3, 7, 3, 1, 2, 0, 2, 6, 1, 2, 1, 6, 7, 0, 0, 7, 7, 6, 7, 1, 0, 1, 2, 2, 2, 7, 3, 4, 6, 6, 7, 4, 4, 3, 7, 5, 1, 4, 3, 4, 0, 6, 7, 3, 5, 5, 3, 5, 6, 4, 1, 1, 1, 4, 5, 5, 5, 4] 
dagD33.txt 3_2x4.txt True 0.6911764705882353 0.7 150.25 [0, 0, 3, 1, 3, 0, 1, 3, 7, 5, 1, 0, 3, 0, 1, 2, 0, 1, 1, 6, 3, 3, 5, 7, 1, 5, 7, 3, 3, 6, 1, 1, 6, 7, 2, 1, 7, 6, 5, 2, 5, 7, 1, 1, 6, 5, 1, 3, 2, 6, 7, 4, 5, 1, 5, 4, 3, 7, 1, 7, 4, 4, 1, 4, 2] 
dagD33.txt 3_2x4.txt True 0.8137254901960784 1 107.75 [3, 0, 1, 7, 2, 0, 7, 1, 6, 7, 3, 0, 1, 0, 3, 1, 0, 1, 3, 5, 7, 3, 7, 4, 7, 6, 3, 5, 1, 3, 3, 2, 4, 1, 5, 1, 3, 3, 1, 7, 6, 5, 5, 7, 1, 7, 1, 6, 2, 6, 5, 5, 3, 3, 5, 4, 1, 2, 5, 5, 4, 4, 7, 7, 5] 
dagD33.txt 3_2x2.txt True 0.058823529411764705 0.07 940.5 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3] 
dagD33.txt 3_2x2.txt True 0.058823529411764705 0.1 940.5 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3] 
dagD33.txt 3_2x2.txt True 0.11764705882352941 0.15 916.5 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3] 
dagD33.txt 3_2x2.txt True 0.19117647058823528 0.2 734.5 [3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3] 
